Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_83,https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg,33967944,Depression in COVID-19,Missing,Missing,"Stress, Psychological",increases ,central nervous system cytokines,CBM,"Stress, Psychological central nervous system cytokines","stress, psychological central nervous system cytokines",Psychological and Neurological Symptoms
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,COVID-19 ,increases ,myopathy,CBM,COVID-19  myopathy,covid 19 myopathy,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,myopathy ,increases ,chronic brain inflammation,CBM,myopathy  chronic brain inflammation,myopathy chronic brain inflammation,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,chronic brain inflammation ,decreases ,cerebral blood circulation,CBM,chronic brain inflammation  cerebral blood circulation,chronic brain inflammation cerebral blood circulation,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,chronic brain inflammation ,decreases ,neurotransmitter function,CBM,chronic brain inflammation  neurotransmitter function,chronic brain inflammation neurotransmitter function,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,chronic brain inflammation ,increases ,glymphatic system congestion,CBM,chronic brain inflammation  glymphatic system congestion,chronic brain inflammation glymphatic system congestion,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Fatigue in Long Covid,Missing,Missing,chronic brain inflammation ,increases ,neuromuscular junction inflammation,CBM,chronic brain inflammation  neuromuscular junction inflammation,chronic brain inflammation neuromuscular junction inflammation,Immune and Inflammatory Response
image_84,https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png,Not_found,Missing,"Muscle, Skeletal",Missing,neuromuscular junction inflammation ,increases ,Abnormality of mitochondrial metabolism,CBM,neuromuscular junction inflammation  Abnormality of mitochondrial metabolism,neuromuscular junction inflammation abnormality of mitochondrial metabolism,Systemic Cross-Organ Effects
image_85,https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703,39000276,Changes in tau Protein,Hippocampus,Missing,nucleoprotein (SARS-CoV-2),increases,stress granule assembly,CBM,nucleoprotein (SARS-CoV-2) stress granule assembly,nucleoprotein (sars cov 2) stress granule assembly,Systemic Cross-Organ Effects
image_85,https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703,39000276,Changes in tau Protein,Hippocampus,Missing,stress granule assembly ,increases,tau aggregation,CBM,stress granule assembly  tau aggregation,stress granule assembly tau aggregation,Neurodegenerative Mechanisms
image_85,https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703,39000276,Changes in tau Protein,Hippocampus,Missing,tau aggregation ,increases,tau post translational modification,CBM,tau aggregation  tau post translational modification,tau aggregation tau post translational modification,Neurodegenerative Mechanisms
image_85,https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703,39000276,Changes in tau Protein,Hippocampus,Missing,SUMO2 ,decreases ,stress granule assembly,CBM,SUMO2  stress granule assembly,sumo2 stress granule assembly,Uncategorized
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Neurons; Astrocytes; Microglia,Missing,Severe acute respiratory syndrome coronavirus 2,increases,ACE2,CBM,Severe acute respiratory syndrome coronavirus 2 ACE2,severe acute respiratory syndrome coronavirus 2 ace2,Systemic Cross-Organ Effects
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Neurons; Astrocytes; Microglia,Missing,microglial cell activation,increases ,neuroinflammation,CBM,microglial cell activation neuroinflammation,microglial cell activation neuroinflammation,Immune and Inflammatory Response
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Neurons; Astrocytes; Microglia,Missing,macrophage activation,increases ,neuroinflammation,CBM,macrophage activation neuroinflammation,macrophage activation neuroinflammation,Immune and Inflammatory Response
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Neurons; Astrocytes; Microglia,Missing,viral entry into host cell,increases,hypoxia,CBM,viral entry into host cell hypoxia,viral entry into host cell hypoxia,Systemic Cross-Organ Effects
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Neurons; Astrocytes; Microglia,Missing,hypoxia,increases,damaged neuron,CBM,hypoxia damaged neuron,hypoxia damaged neuron,Systemic Cross-Organ Effects
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Missing,Missing,inflammatory response,increases,Severe acute respiratory syndrome coronavirus 2,CBM,inflammatory response Severe acute respiratory syndrome coronavirus 2,inflammatory response severe acute respiratory syndrome coronavirus 2,Systemic Cross-Organ Effects
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Missing,Missing,ACE2,increases,viral entry into host cell,CBM,ACE2 viral entry into host cell,ace2 viral entry into host cell,Viral Entry and Neuroinvasion
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Missing,Missing,TMPRSS2,increases,viral entry into host cell,CBM,TMPRSS2 viral entry into host cell,tmprss2 viral entry into host cell,Viral Entry and Neuroinvasion
image_86,https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png,39133434,Missing,Missing,Missing,viral entry into host cell,increases,COVID-19 Infection,CBM,viral entry into host cell COVID-19 Infection,viral entry into host cell covid 19 infection,Systemic Cross-Organ Effects
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,viral entry through eyes ,increases,nervus opticus infection,CBM,viral entry through eyes  nervus opticus infection,viral entry through eyes nervus opticus infection,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,nervus opticus infection ,increases,perineural fluid enters brain,CBM,nervus opticus infection  perineural fluid enters brain,nervus opticus infection perineural fluid enters brain,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,viral entry through nose ,increases,olfactory epithelium infection,CBM,viral entry through nose  olfactory epithelium infection,viral entry through nose olfactory epithelium infection,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,olfactory epithelium infection ,increases,perineural fluid enters brain,CBM,olfactory epithelium infection  perineural fluid enters brain,olfactory epithelium infection perineural fluid enters brain,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Infectious Lung Disorder,CBM,Viremia  Infectious Lung Disorder,viremia infectious lung disorder,Systemic Cross-Organ Effects
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Intestinal infectious disease,CBM,Viremia  Intestinal infectious disease,viremia intestinal infectious disease,Vascular Effects
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Infectious disease of heart,CBM,Viremia  Infectious disease of heart,viremia infectious disease of heart,Systemic Cross-Organ Effects
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,testicular infection,CBM,Viremia  testicular infection,viremia testicular infection,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Infectious disorder of kidney,CBM,Viremia  Infectious disorder of kidney,viremia infectious disorder of kidney,Systemic Cross-Organ Effects
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Infectious disease of brain,CBM,Viremia  Infectious disease of brain,viremia infectious disease of brain,Viral Entry and Neuroinvasion
image_87,https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg,Not_found,Spreading COVID-19 infection,Eye; Nose; Blood Vessels,Missing,Viremia ,increases,Hepatic Infection,CBM,Viremia  Hepatic Infection,viremia hepatic infection,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,COVID-19 ,causes ,systemic inflammation,CBM,COVID-19  systemic inflammation,covid 19 systemic inflammation,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,systemic inflammation ,causes ,Cytokine storm,CBM,systemic inflammation  Cytokine storm,systemic inflammation cytokine storm,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Cytokine storm ,increases ,IL6,CBM,Cytokine storm  IL6,cytokine storm il6,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Cytokine storm ,increases ,IFNG,CBM,Cytokine storm  IFNG,cytokine storm ifng,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Cytokine storm ,increases ,TNF,CBM,Cytokine storm  TNF,cytokine storm tnf,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Cytokine storm ,increases ,IFNA1,CBM,Cytokine storm  IFNA1,cytokine storm ifna1,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Cytokine storm ,increases ,Neuroinflammation,CBM,Cytokine storm  Neuroinflammation,cytokine storm neuroinflammation,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Neuroinflammation ,causes ,"Brain Damage, Chronic",CBM,"Neuroinflammation  Brain Damage, Chronic","neuroinflammation brain damage, chronic",Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Neuroinflammation ,increases ,major depressive disorder,CBM,Neuroinflammation  major depressive disorder,neuroinflammation major depressive disorder,Psychological and Neurological Symptoms
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,TDO2 ,increases ,tryptophan,CBM,TDO2  tryptophan,tdo2 tryptophan,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,IDO1 ,increases ,tryptophan,CBM,IDO1  tryptophan,ido1 tryptophan,Uncategorized
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,IL6 ,increases ,IDO1,CBM,IL6  IDO1,il6 ido1,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,IFNG ,increases ,IDO1,CBM,IFNG  IDO1,ifng ido1,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,TNF ,increases ,IDO1,CBM,TNF  IDO1,tnf ido1,Viral Entry and Neuroinvasion
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,IFNA1 ,increases ,IDO1,CBM,IFNA1  IDO1,ifna1 ido1,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,IDO1 ,increases ,tryptophan,CBM,IDO1  tryptophan,ido1 tryptophan,Uncategorized
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,TDO2 ,increases ,tryptophan,CBM,TDO2  tryptophan,tdo2 tryptophan,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,tryptophan ,increases ,kynurenine,CBM,tryptophan  kynurenine,tryptophan kynurenine,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,KMO ,increases ,kynurenine,CBM,KMO  kynurenine,kmo kynurenine,Immune and Inflammatory Response
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,kynurenine ,increases ,3-hydroxykynurenine,CBM,kynurenine  3-hydroxykynurenine,kynurenine 3 hydroxykynurenine,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,KYNU ,increases ,3-hydroxykynurenine,CBM,KYNU  3-hydroxykynurenine,kynu 3 hydroxykynurenine,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,3-hydroxykynurenine ,increases ,3-hydroxyanthranilic acid,CBM,3-hydroxykynurenine  3-hydroxyanthranilic acid,3 hydroxykynurenine 3 hydroxyanthranilic acid,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,HAAO ,increases ,3-hydroxyanthranilic acid,CBM,HAAO  3-hydroxyanthranilic acid,haao 3 hydroxyanthranilic acid,Viral Entry and Neuroinvasion
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,3-hydroxyanthranilic acid ,increases ,quinolinic acid,CBM,3-hydroxyanthranilic acid  quinolinic acid,3 hydroxyanthranilic acid quinolinic acid,Systemic Cross-Organ Effects
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,reactive oxygen species binds with quinolinic acid ,increases ,Oxidative Stress,CBM,reactive oxygen species binds with quinolinic acid  Oxidative Stress,reactive oxygen species binds with quinolinic acid oxidative stress,Neurodegenerative Mechanisms
image_88,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,35322375,Neuroinflammation in COVID-19,Missing,Missing,Oxidative Stress ,increases ,"Brain Damage, Chronic",CBM,"Oxidative Stress  Brain Damage, Chronic","oxidative stress brain damage, chronic",Neurodegenerative Mechanisms
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Neuropathological mechanisms in COVID-19,Central Nervous System; Peripheral Nervous System; Muscles,Missing,COVID-19 ,increases ,direct invasion,CBM,COVID-19  direct invasion,covid 19 direct invasion,Systemic Cross-Organ Effects
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Neuropathological mechanisms in COVID-19,Central Nervous System; Peripheral Nervous System; Muscles,Missing,COVID-19 ,increases ,damage,CBM,COVID-19  damage,covid 19 damage,Systemic Cross-Organ Effects
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect vascular effects in COVID-19,Missing,Missing,COVID-19 ,increases ,Impaired flow-mediated arterial dilatation,CBM,COVID-19  Impaired flow-mediated arterial dilatation,covid 19 impaired flow mediated arterial dilatation,Vascular Effects
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect vascular effects in COVID-19,Missing,Missing,COVID-19 ,increases ,coagulation activation,CBM,COVID-19  coagulation activation,covid 19 coagulation activation,Immune and Inflammatory Response
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect vascular effects in COVID-19,Missing,Missing,COVID-19 ,increases ,thrombotic microangiography,CBM,COVID-19  thrombotic microangiography,covid 19 thrombotic microangiography,Vascular Effects
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect para-infectious autoimmune effects in COVID-19,Missing,Missing,COVID-19 ,increases ,Cytokine storm,CBM,COVID-19  Cytokine storm,covid 19 cytokine storm,Immune and Inflammatory Response
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect post-infectious autoimmune effects in COVID-19,Missing,Missing,COVID-19 ,increases ,"Immunity, Cellular",CBM,"COVID-19  Immunity, Cellular","covid 19 immunity, cellular",Immune and Inflammatory Response
image_89,https://media.springernature.com/lw685/springer-static/image/art%3A10.1186%2Fs42466-021-00138-9/MediaObjects/42466_2021_138_Fig2_HTML.png,34311778,Indirect post-infectious autoimmune effects in COVID-19,Missing,Missing,COVID-19 ,increases ,Autoantibodies,CBM,COVID-19  Autoantibodies,covid 19 autoantibodies,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,microglila cell activation,CBM,Severe acute respiratory syndrome coronavirus 2 microglila cell activation,severe acute respiratory syndrome coronavirus 2 microglila cell activation,Systemic Cross-Organ Effects
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Missing,Missing,microglila cell activation,increases,defense response to virus,CBM,microglila cell activation defense response to virus,microglila cell activation defense response to virus,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Macrophage; Monocyte; T-Lymphocytes,Missing,defense response to virus,increases,immune cell mobilization,CBM,defense response to virus immune cell mobilization,defense response to virus immune cell mobilization,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Macrophage; Monocyte; T-Lymphocytes,Missing,immune cell mobilization,increases,Cytokine storm,CBM,immune cell mobilization Cytokine storm,immune cell mobilization cytokine storm,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Macrophage; Monocyte; T-Lymphocytes,Missing,Cytokine storm,decreases,viral genome replication,CBM,Cytokine storm viral genome replication,cytokine storm viral genome replication,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,Missing,Macrophage; Monocyte; T-Lymphocytes,Missing,negative regulation of viral genome replication,increases,brain function,CBM,negative regulation of viral genome replication brain function,negative regulation of viral genome replication brain function,Uncategorized
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,Cytokine storm,CBM,microglila cell activation Cytokine storm,microglila cell activation cytokine storm,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,IL6,CBM,microglila cell activation IL6,microglila cell activation il6,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,IL10,CBM,microglila cell activation IL10,microglila cell activation il10,Viral Entry and Neuroinvasion
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,IL1B,CBM,microglila cell activation IL1B,microglila cell activation il1b,Viral Entry and Neuroinvasion
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,TNF,CBM,microglila cell activation TNF,microglila cell activation tnf,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,Interferons,CBM,microglila cell activation Interferons,microglila cell activation interferons,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,microglila cell activation,increases,cell stress factor,CBM,microglila cell activation cell stress factor,microglila cell activation cell stress factor,Immune and Inflammatory Response
image_90,https://media.springernature.com/lw685/springer-static/image/art%3A10.1134%2FS2079086422060044/MediaObjects/13335_2022_1224_Fig1_HTML.png,Not_found,impaired blood-brain barrier function,Missing,Missing,Cytokine storm,decreases,maintenance of blood-brain barrier,CBM,Cytokine storm maintenance of blood-brain barrier,cytokine storm maintenance of blood brain barrier,Viral Entry and Neuroinvasion
